Transcript	Gene	chr	strand	last_exon_len	last_exon_s	last_exon_e	log2fc	pvalue	FDR	last_exon_SRR13652347	tts_down_50k_SRR13652347	ratio_SRR13652347	last_exon_SRR13652348	tts_down_50k_SRR13652348	ratio_SRR13652348	last_exon_SRR13652349	tts_down_50k_SRR13652349	ratio_SRR13652349	last_exon_SRR13652338	tts_down_50k_SRR13652338	ratio_SRR13652338	last_exon_SRR13652339	tts_down_50k_SRR13652339	ratio_SRR13652339	last_exon_SRR13652340	tts_down_50k_SRR13652340	ratio_SRR13652340
XM_005328732.5	Yeats4	6	-	315	45796460	45796774	0.7011372986502658	0.00016020854098158845	0.00032697734549475054	28	14	0.4815	27	7	0.2308	63	17	0.2581	78	34	0.4286	110	26	0.2294	21	35	1.7
XM_013357225.4	Fam91a1	7	-	339	16281876	16282214	0.4516215539793489	0.00016104770012461873	0.0003279831656301375	41	58	1.425	34	73	2.1818	94	146	1.5591	61	101	1.6667	63	90	1.4355	19	131	7.2222
XM_005330419.5	Rab21	6	-	287	43726654	43726940	0.8639635277244401	0.00017226543339450172	0.000350075891469084	9	128	15.875	4	94	31.0	17	288	17.9375	15	251	17.8571	9	258	32.125	3	406	202.5
XM_005338007.5	Ndufaf4	8	+	2174	64957970	64960143	0.566108026768223	0.00020056187601763162	0.000406706844943677	16	36	2.3333	18	41	2.3529	57	111	1.9643	39	119	3.1053	30	77	2.6207	28	108	3.963
XM_005334331.5	Cisd1	1	-	209	62163046	62163254	0.3629686079345309	0.00021149624931254406	0.00042796356431405816	53	281	5.3846	35	126	3.6765	110	489	4.4771	69	545	8.0	75	242	3.2568	30	256	8.7931
XM_005325687.5	Rap2b	3	-	16176	99610276	99626451	-1.3612257077859875	0.0002156583472758387	0.00043545512765505174	82	5	0.0494	99	6	0.051	272	25	0.0886	80	1	0.0	67	2	0.0152	94	4	0.0323
XM_078049364.1;XM_078049368.1;XM_078049366.1;XM_078049369.1;XM_078049365.1;XM_078049367.1;XM_078049370.1;XM_078049371.1;XM_078049374.1;XM_078049372.1;XM_078049375.1;XM_078049378.1	Tle3	5	+	2029	13820869	13822897	0.8155545300655449	0.00022036095577602862	0.00044345301172988563	16	37	2.4	32	42	1.3226	19	75	4.1111	7	44	7.1667	9	25	3.0	10	35	3.7778
XM_078039041.1	Hspb8	2	-	883	81993784	81994666	-0.28033540403272533	0.00022055582737568757	0.00044345301172988563	349	164	0.4684	274	153	0.5568	936	286	0.3048	369	112	0.3016	291	63	0.2138	59	60	1.0172
XR_005734173.2	LOC120889931	4	-	3117	205934483	205937599	-0.9396087538733869	0.0002308003389415558	0.0004630676291899436	16	9	0.5333	17	21	1.25	26	15	0.56	31	17	0.5333	22	8	0.3333	20	5	0.2105
XR_013439319.1;XM_078051014.1	Atp5mj	5	-	159	122892215	122892373	0.8391210791226615	0.00025218444791903815	0.0005049020553474189	37	6	0.1389	30	5	0.1379	41	13	0.3	35	29	0.8235	109	12	0.1019	20	11	0.5263
XM_078052984.1;XM_013358233.3;XM_005324441.5	Vezt	6	-	159	23647483	23647641	0.6310917052648873	0.00025362397086068993	0.0005067128700528974	20	28	1.4211	17	23	1.375	41	70	1.725	26	63	2.48	27	57	2.1538	24	61	2.6087
XR_013440489.1	LOC144378620	6	-	126	46602659	46602784	2.070533090218984	0.0002754918911355002	0.0005492438334848814	2	33	32.0	2	10	9.0	2	51	50.0	1	70	NA	1	49	NA	1	61	NA
XM_078015268.1	LOC120888566	6	+	143	98078487	98078629	-0.8500312447580014	0.00028668833792741365	0.0005703652437337411	2	9	8.0	11	168	16.7	26	411	16.4	9	53	6.5	12	117	10.5455	9	60	7.375
XR_013425731.1;XR_013425729.1	LOC120892394	9	-	455	17241160	17241614	1.9089703147225316	0.0002960146350639281	0.0005876852398438991	2	1	0.0	1	11	NA	1	11	NA	2	26	25.0	3	79	39.0	3	75	37.0
XR_013425116.1	LOC144366185	8	-	246	102007760	102008005	1.3768183651040848	0.0003819766081033321	0.0007567611880206182	25	4	0.125	21	4	0.15	35	4	0.0882	17	6	0.3125	15	6	0.3571	4	2	0.3333
XM_005319524.5	Gtf2h2c	1	-	152	209146150	209146301	0.9767570864532407	0.00039457269568679505	0.000780084222996649	10	23	2.4444	4	28	9.0	8	51	7.1429	6	73	14.4	12	46	4.0909	2	66	65.0
XM_078047391.1	Agtpbp1	4	+	740	127293326	127294065	0.8446843889650546	0.00041416215363291155	0.0008171074156049318	10	48	5.2222	6	21	4.0	14	92	7.0	4	96	31.6667	9	83	10.25	16	87	5.7333
XR_013434529.1	LOC110599118	2	-	124	56361748	56361871	0.8853363203255488	0.0004199093504934979	0.0008267238147969699	28	16	0.5556	34	8	0.2121	19	17	0.8889	3	14	6.5	27	12	0.4231	12	10	0.8182
XM_013362789.4	Fastkd2	7	+	321	170626271	170626591	1.5840682142557199	0.00045539083131200997	0.0008947201602748411	3	41	20.0	2	34	33.0	2	67	66.0	3	147	73.0	2	123	122.0	2	144	143.0
XR_013436426.1	LOC101959776	3	+	443	64190474	64190916	2.939694687911432	0.00047159665001744223	0.0009246418790197056	1	1	NA	1	1	NA	1	1	NA	1	9	NA	1	10	NA	2	11	10.0
XM_078045514.1	Wdr36	1	+	3096	116860641	116863736	0.6148860789637115	0.0004962826411840239	0.0009710323578538648	9	23	2.75	13	42	3.4167	29	49	1.7143	43	147	3.4762	26	71	2.8	27	123	4.6923
XM_005325234.5	Slc2a10	5	-	158	195765349	195765506	0.6674997746730665	0.0005962653419036155	0.0011642541830571625	6	8	1.4	20	24	1.2105	78	48	0.6104	29	47	1.6429	36	35	0.9714	13	23	1.8333
XM_078038093.1	LOC144364614	2	-	552	22267961	22268512	1.1137254896158812	0.0006004716561522336	0.001170054852625854	2	16	15.0	8	5	0.5714	3	34	16.5	7	40	6.5	5	47	11.5	5	51	12.5
XM_078031049.1	Sorbs2	14	-	19	34900909	34900927	1.6541764929373726	0.0006024658000867393	0.0011715300055074789	3	123	61.0	2	83	82.0	4	172	57.0	1	187	NA	1	177	NA	3	268	133.5
XM_078030701.1	LOC120891991	14	-	325	145033	145357	0.7056306077421546	0.0006092182320689293	0.0011822329216583526	14	82	6.2308	13	25	2.0	36	107	3.0286	9	78	9.625	22	57	2.6667	3	42	20.5
XM_021723474.3	Cdk5rap2	4	-	227	196574651	196574877	0.40468480934157736	0.0006125759325294319	0.0011863178079864459	58	62	1.0702	46	63	1.3778	160	110	0.6855	82	86	1.0494	70	45	0.6377	16	73	4.8
XM_078048431.1	Lox	1	-	1048	138492395	138493442	0.5982590147762485	0.0006217068396770768	0.0012015436268861055	42	25	0.5854	43	29	0.6667	67	72	1.0758	37	44	1.1944	27	21	0.7692	9	20	2.375
XM_013356586.4;XM_005320748.4	Bub3	1	-	150	7850521	7850670	0.6691569738913107	0.0006765093105097809	0.0013047949430809826	9	42	5.125	12	42	3.7273	13	74	6.0833	25	104	4.2917	25	144	5.9583	5	177	44.0
XM_013363106.4;XM_005335801.5	Lyrm7	1	-	141	161398985	161399125	1.0244306463707518	0.0007047400339746489	0.0013564813255568951	7	12	1.8333	12	12	1.0	17	24	1.4375	3	25	12.0	11	12	1.1	4	13	4.0
XM_078050438.1;XM_078050440.1;XM_078050441.1;XM_078050442.1;XM_078050439.1;XM_078050443.1;XM_078050444.1	Pcnx1	5	+	5975	94033167	94039141	0.3299095968340107	0.0007114465055586452	0.0013646566247709632	56	97	1.7455	41	47	1.15	130	164	1.2636	116	173	1.4957	92	144	1.5714	105	225	2.1538
XM_005342122.4	LOC101975961	10	+	562	110911647	110912208	0.6266822303365616	0.0007118694536820019	0.0013646566247709632	22	61	2.8571	4	7	2.0	28	71	2.5926	25	101	4.1667	46	110	2.4222	8	79	11.1429
XM_021726879.3	Macir	1	+	2537	109955472	109958008	0.6998211474005639	0.0007343148296329125	0.0014048406942674104	8	18	2.4286	17	30	1.8125	38	73	1.9459	14	53	4.0	10	30	3.2222	21	58	2.85
XM_005322929.5	LOC101970041	7	+	333	72060934	72061266	0.7137417178363465	0.0007586441857334232	0.0014484597659063542	11	127	12.6	8	85	12.0	21	162	8.05	9	207	25.75	13	132	10.9167	9	159	19.75
XM_005339498.5;XM_013364822.4	Sema6a	1	+	3436	143996709	144000144	0.6709547739680103	0.0008724100205834656	0.0016623184899246315	16	19	1.2	9	9	1.0	31	19	0.6	36	46	1.2857	24	48	2.0435	54	57	1.0566
XM_005338012.5	Manea	8	-	182	66141324	66141505	0.5547117742457154	0.000887427877261026	0.0016875385537473725	14	46	3.4615	12	21	1.8182	39	103	2.6842	21	108	5.35	49	77	1.5833	9	113	14.0
XM_005334255.5	Fdx1	4	+	1043	94100011	94101053	0.5225110189339456	0.0009005505459955572	0.00170906085582724	14	95	7.2308	12	94	8.4545	60	259	4.3729	19	142	7.8333	29	186	6.6071	18	202	11.8235
XM_078018500.1	Med10	1	+	416	258198604	258199019	1.1523232092541578	0.0009441293789376461	0.0017881810437079017	4	20	6.3333	6	21	4.0	5	48	11.75	4	57	18.6667	6	50	9.8	2	40	39.0
XM_005331833.5	Rpl37a	7	+	403	178829677	178830079	0.6837213575986041	0.0009716349956449443	0.0018366034748019207	9	119	14.75	5	113	28.0	14	207	15.8462	16	377	25.0667	17	435	27.125	18	485	28.4706
XM_005329285.5;XM_013360346.4	Ints10	14	-	221	15080761	15080981	-0.6433075304504847	0.0009808696723115227	0.001850365696571737	23	16	0.6818	21	19	0.9	26	34	1.32	43	20	0.4524	72	24	0.3239	7	19	3.0
XM_040289812.2;XM_078038347.1;XM_040289813.2;XM_005317240.5;XM_013361539.4;XM_040289809.2;XM_040289804.2;XM_040289811.2;XM_040289805.2;XM_040289806.2;XM_040289810.2;XM_005317238.5;XM_040289808.2;XM_013361515.4;XM_040289803.2;XM_013361532.4;XM_013361525.4;XM_013361519.4;XM_013361523.4;XM_013361520.4;XM_013361526.4;XM_040289807.2;XM_013361513.4;XM_013361518.4	Slmap	2	-	802	43632855	43633656	0.6533198374497873	0.0010791309090559553	0.0020316838387196613	7	40	6.5	10	45	4.8889	22	115	5.4286	18	117	6.8235	21	113	5.6	9	175	21.75
XR_013436570.1	LOC144376281	3	+	2175	94464234	94466408	-0.5904058747976194	0.001128543026251908	0.002120496519564597	22	63	2.9524	2	2	1.0	33	99	3.0625	29	84	2.9643	34	34	1.0	32	66	2.0968
XM_078041094.1	Fam241b	1	-	121	52102173	52102293	1.2538903581650775	0.0011506317492124976	0.002157719339612347	5	13	3.0	3	14	6.5	2	19	18.0	4	48	15.6667	5	44	10.75	4	50	16.3333
XM_078016727.1	Tmem65	7	+	7433	15880097	15887529	0.4694535883704683	0.0011653261851666678	0.0021809563188791192	25	37	1.5	37	52	1.4167	70	89	1.2754	27	59	2.2308	28	53	1.9259	52	88	1.7059
XM_005337521.5	LOC101954857	9	+	213	113199730	113199942	0.9511545577512548	0.0011968138544232267	0.0022354688760134037	3	57	28.0	3	42	20.5	9	124	15.375	8	221	31.4286	11	317	31.6	7	215	35.6667
XM_005326576.5	Fh	10	+	193	57735922	57736114	0.685370693369538	0.0012402108312887837	0.002311967829193855	8	449	64.0	13	250	20.75	24	492	21.3478	13	449	37.3333	10	292	32.3333	3	344	171.5
XM_005329783.4	Hbs1l	8	+	15044	29051949	29066992	0.2814102245439158	0.0012519155193405828	0.0023292023513075285	155	51	0.3247	181	69	0.3778	366	123	0.3342	302	107	0.3522	203	100	0.4901	196	86	0.4359
XM_013356062.4	Fst	1	-	1224	223015960	223017183	1.0024899650284034	0.0012770133792586146	0.0023712385689370744	24	12	0.4783	12	3	0.1818	52	6	0.098	9	4	0.375	20	7	0.3158	13	11	0.8333
XR_013437953.1	LOC144377210	4	-	553	103344191	103344743	1.2025374006140264	0.0013086245070682192	0.0024251808379522574	16	3	0.1333	16	6	0.3333	46	7	0.1333	14	2	0.0769	6	7	1.2	6	4	0.6
XM_005322772.4	Tmem30b	5	-	3399	56713193	56716591	0.41519974806026	0.001348864886928489	0.0024948731404712482	64	31	0.4762	47	23	0.4783	175	99	0.5632	70	29	0.4058	101	56	0.55	44	63	1.4419
XM_021733662.3	Lyplal1	10	+	853	45696585	45697437	0.8903901826353591	0.001412192021857436	0.0026069119779707447	8	32	4.4286	4	32	10.3333	25	101	4.1667	9	60	7.375	5	44	10.75	4	50	16.3333
XM_078050790.1	Dicer1	5	-	372	114971647	114972018	0.7274947642013297	0.001430153555385395	0.002634932717801496	8	84	11.8571	6	81	16.0	18	158	9.2353	14	164	12.5385	12	202	18.2727	5	159	39.5
XM_013357463.4	Sec23a	5	+	1382	76301565	76302946	0.5201881535223949	0.0015134066147427165	0.0027829049789540824	15	88	6.2143	13	46	3.75	32	167	5.3548	27	160	6.1154	20	172	9.0	24	170	7.3478
XM_005333286.3	LOC101975801	9	-	762	51916021	51916782	0.35981128372023236	0.0015817262436738204	0.0029028968076726894	91	54	0.5889	49	24	0.4792	102	95	0.9307	120	52	0.4286	102	56	0.5446	34	112	3.3636
XM_078032671.1	Wdr59	15	-	165	50085126	50085290	0.6670576529359743	0.0016829335384704591	0.0030826654950319625	11	32	3.1	5	11	2.5	24	54	2.3043	21	71	3.5	20	73	3.7895	16	77	5.0667
XM_078021724.1;XM_078021735.1;XM_078021731.1;XM_078021732.1;XM_078021744.1;XM_078021728.1;XM_078021737.1;XM_078021739.1;XM_078021746.1;XM_078021726.1;XM_078021736.1;XM_078021745.1;XM_078021730.1;XM_078021741.1;XM_078021748.1;XM_078021725.1;XM_078021734.1;XM_078021751.1;XM_078021729.1;XM_078021738.1;XM_078021740.1;XM_078021747.1;XM_078021727.1;XM_078021742.1	Camk2d	9	+	2125	90939845	90941969	0.6356797778840044	0.0017148895276865475	0.0031351358739752136	13	29	2.3333	6	11	2.0	41	33	0.8	21	49	2.4	19	38	2.0556	28	51	1.8519
XM_078051855.1	LOC101972479	5	+	718	186622791	186623508	0.6739458297464426	0.0017282536784621676	0.0031534802186968646	11	23	2.2	7	30	4.8333	15	97	6.8571	16	104	6.8667	11	83	8.2	17	105	6.5
XM_078039776.1	Tns3	2	+	2915	130025170	130028084	0.36341440024458976	0.0017447666174667715	0.0031774884360404473	31	67	2.2	38	63	1.6757	54	83	1.5472	77	152	1.9868	86	178	2.0824	77	212	2.7763
XM_005315678.5;XM_021726618.3	Cetn3	1	-	159	98973620	98973778	0.4573148550558256	0.0017601214177361388	0.0031992993907795073	41	23	0.55	52	14	0.2549	134	37	0.2707	113	53	0.4643	111	29	0.2545	58	46	0.7895
XM_078030212.1	Cdh2	13	+	1424	42077850	42079273	0.42958291641329194	0.0019687700040681403	0.003571695773663848	14	43	3.2308	22	48	2.2381	60	145	2.4407	39	70	1.8158	43	180	4.2619	40	188	4.7949
XM_078047411.1;XM_078047410.1	Rmi1	4	-	198	128861020	128861217	0.48048432464729707	0.001987005355615594	0.0035978854144703004	17	33	2.0	33	26	0.7812	119	38	0.3136	82	29	0.3457	18	26	1.4706	21	50	2.45
XM_005320244.5	Thnsl1	10	-	155	78994031	78994185	-0.3592271600980468	0.00200894103515771	0.0036306625196457086	26	150	5.96	51	61	1.2	116	303	2.6261	58	106	1.8421	53	79	1.5	26	85	3.36
XM_005337424.4	Hdac2	8	+	390	48546619	48547008	1.02915980178822	0.002149126522826753	0.0038766148897465434	4	54	17.6667	3	23	11.0	5	87	21.5	5	138	34.25	4	151	50.0	7	142	23.5
XR_013428000.1;XR_013427999.1;XR_013427997.1	LOC110597259	11	-	825	100556948	100557772	0.8347711991049844	0.002253411876653576	0.004056998188575925	5	35	8.5	3	23	11.0	14	133	10.1538	12	186	16.8182	5	93	23.0	10	124	13.6667
XM_005337602.5	Fbxw7	9	+	1971	122945941	122947911	0.5698708409707773	0.00242959612512959	0.0043658966423106675	12	29	2.5455	13	24	1.9167	22	55	2.5714	30	71	2.4138	17	71	4.375	28	114	4.1852
XM_005320085.5	Asb7	5	+	3451	148620650	148624100	0.47897460846091305	0.0025144993687907383	0.004509907011827328	11	44	4.3	17	20	1.1875	53	71	1.3462	48	88	1.8511	38	84	2.2432	24	89	3.8261
XM_005320300.5	Pfkfb3	10	+	2600	71363234	71365833	1.1573148396822226	0.0027110983137811277	0.00485332722712803	6	4	0.6	26	8	0.28	7	5	0.6667	8	3	0.2857	3	5	2.0	7	13	2.0
XR_001229796.3;XR_001229795.3	LOC106144938	4	-	160	52537381	52537540	0.5857717338620673	0.002739781361350606	0.004895420658866083	20	18	0.8947	23	6	0.2273	61	28	0.45	38	37	0.973	55	33	0.5926	23	17	0.7273
XM_005330906.5	Plrg1	9	+	230	120946074	120946303	1.0570055274699564	0.0029556091769750476	0.00527111467155437	2	51	50.0	2	43	42.0	9	93	11.5	3	124	61.5	5	139	34.5	6	171	34.0
XM_040271527.2	Sptlc1	13	+	1361	99745788	99747148	0.551816364280672	0.0029637931465332046	0.005275774642419069	16	41	2.6667	9	40	4.875	24	106	4.5652	17	104	6.4375	29	96	3.3929	11	110	10.9
XM_005322670.5	Egln3	5	+	108	80734553	80734660	1.6371942315469117	0.003014711299680218	0.005356344466786429	4	51	16.6667	2	68	67.0	4	117	38.6667	1	78	NA	1	70	NA	1	62	NA
XM_078050725.1	Tc2n	5	-	113	112117431	112117543	1.1522696527852614	0.003035731827946335	0.00538359183720071	3	18	8.5	4	5	1.3333	2	33	32.0	4	36	11.6667	6	48	9.4	1	49	NA
XM_078035373.1	Sts	y	+	654	4546606	4547259	0.39095883782470053	0.0030514481279512377	0.0054013483685417234	28	266	9.8148	37	298	8.25	69	368	5.3971	36	318	9.0571	26	177	7.04	12	193	17.4545
XR_013423769.1	LOC144365394	7	-	4453	7627751	7632203	0.5862778964668093	0.0033610874715563595	0.005938339245454985	91	14	0.1444	50	6	0.102	109	11	0.0926	115	22	0.1842	109	23	0.2037	125	20	0.1532
XR_013423421.1;XR_013423422.1;XR_013423426.1;XR_013423424.1;XR_013423425.1;XR_013423423.1;XR_013423420.1;XR_013423419.1	Cog6	6	-	257	166443009	166443265	1.0914135242033267	0.0036024173122040327	0.006352866284277876	18	1	0.0	19	4	0.1667	40	6	0.1282	26	5	0.16	29	9	0.2857	8	4	0.4286
XM_078032206.1;XM_005330639.5	Dpy19l3	15	-	251	19921858	19922108	0.6328412758527946	0.0037406431048042244	0.006584366208642381	12	18	1.5455	12	13	1.0909	19	58	3.1667	9	49	6.0	22	33	1.5238	13	47	3.8333
XM_040271067.2	C1d	12	+	1173	66101527	66102699	0.790525188316634	0.0038276668300341312	0.006725047287648093	3	28	13.5	8	22	3.0	6	49	9.6	7	85	14.0	12	119	10.7273	15	125	8.8571
XM_078029404.1	Ttc27	12	-	91	96180279	96180369	0.6329697183438572	0.003982125855408039	0.0069834688612433575	10	15	1.5556	6	23	4.4	19	32	1.7222	14	55	4.1538	25	51	2.0833	21	86	4.25
XM_040283260.2;XM_078019230.1	Trmt11	8	-	137	37047901	37048037	0.5150726672882229	0.004000837386374468	0.007003314241953089	33	17	0.5	35	15	0.4118	74	18	0.2329	75	36	0.473	97	26	0.2604	12	21	1.8182
XM_078015795.1;XM_005319553.5	Erbin	1	-	276	212351969	212352244	0.5331973084310645	0.004031082760145282	0.007030674577415358	13	114	9.4167	9	88	10.875	16	294	19.5333	16	250	16.6	26	281	11.2	8	407	58.0
XM_078040935.1	Dnajb6	2	+	1367	230684724	230686090	-0.6622535543844614	0.004031316045973114	0.007030674577415358	16	26	1.6667	15	24	1.6429	35	44	1.2647	33	26	0.7812	14	9	0.6154	6	12	2.2
XM_078039603.1	LOC110596937	2	-	2378	112961970	112964347	0.3466082893931888	0.004315272518188724	0.007512064475596915	19	150	8.2778	30	126	4.3103	65	338	5.2656	49	285	5.9167	38	247	6.6486	37	327	9.0556
XM_005323219.5;XM_078046696.1;XM_021725108.3;XM_021725113.3;XM_021725107.3;XM_021725112.3;XM_021725115.3;XM_021725109.3;XM_040284968.2;XM_078046697.1	Emsy	4	+	8266	64458382	64466647	-0.3531704505314607	0.004524818803510148	0.007862391572337818	78	39	0.4935	59	25	0.4138	189	72	0.3777	149	63	0.4189	94	30	0.3118	160	42	0.2579
XM_078031069.1;XM_078031068.1	F11	14	+	661	35313366	35314026	0.3763775326303928	0.004721617147995182	0.008189324980130837	23	75	3.3636	31	31	1.0	56	100	1.8	40	83	2.1026	44	102	2.3488	55	152	2.7963
XM_021734874.3	Adcy9	10	-	139	138832018	138832156	1.0460971300551292	0.00473337872157936	0.008194715995129167	5	61	15.0	3	39	19.0	10	109	12.0	2	73	72.0	2	69	68.0	5	75	18.5
XM_040278227.2;XM_013360085.4;XM_005328544.5	LOC101974766	10	-	159	122366119	122366277	0.4263226635890323	0.004924117926070712	0.00850937897078278	50	32	0.6327	40	22	0.5385	73	41	0.5556	57	65	1.1429	87	23	0.2558	15	29	2.0
XR_013434896.1	LOC144375276	2	-	4388	99702573	99706960	1.2987972209891536	0.004948575323728274	0.008536067088471178	10	1	0.0	44	2	0.0233	575	1	0.0	23	3	0.0909	24	1	0.0	63	3	0.0323
XM_005330779.5	Ppp1r3b	14	-	319	70284829	70285147	-0.15618100253014572	0.0050025630335410924	0.008613503986842573	163	1310	8.0802	151	956	6.3667	344	3008	8.7668	225	1636	7.2991	214	819	3.8404	35	821	24.1176
XM_078028725.1	Nck2	12	-	265	41232652	41232916	1.1309198754533794	0.005176338887031149	0.008896538885696003	4	29	9.3333	4	41	13.3333	6	64	12.6	3	71	35.0	1	52	NA	3	30	14.5
XM_078048211.1;XM_078048213.1;XM_078048217.1;XM_078048218.1;XM_078048212.1	Gapvd1	4	+	4096	200930162	200934257	-0.24235638182539304	0.005246335486029785	0.009000506712446026	78	96	1.2338	56	70	1.2545	155	178	1.1494	182	211	1.1602	138	151	1.0949	200	164	0.8191
XM_078030971.1	Nek1	14	-	202	21615891	21616092	-0.5088807132784919	0.005474224744085153	0.009374486134988497	23	16	0.6818	16	9	0.5333	72	35	0.4789	76	25	0.32	66	22	0.3231	67	35	0.5152
XM_078039859.1	Herpud2	2	+	1822	140482231	140484052	0.4488259636587803	0.005848237437041254	0.009996896846350302	15	51	3.5714	9	32	3.875	45	113	2.5455	39	108	2.8158	29	116	4.1071	21	134	6.65
XR_002484218.3	LOC110598383	9	+	4525	129514218	129518742	0.4621422507986411	0.00586810829214839	0.010012790184981126	26	22	0.84	24	16	0.6522	78	49	0.6234	38	28	0.7297	50	43	0.8571	32	44	1.3871
XM_078049583.1	Rfx7	5	+	6099	25937460	25943558	-0.4136764466611103	0.006127832483156743	0.01043715352796661	29	41	1.4286	42	30	0.7073	59	38	0.6379	83	53	0.6341	50	20	0.3878	46	43	0.9333
XM_040294798.2	Klf7	7	-	96	170939811	170939906	1.4925221332988763	0.006194726058826329	0.010532146459081747	1	24	NA	3	17	8.0	3	29	14.0	1	37	NA	2	31	30.0	1	48	NA
XM_005316325.5	Uqcrb	7	+	207	38873246	38873452	-0.6540043572271225	0.006207860709982556	0.010535562889522367	1	135	NA	7	94	15.5	11	221	22.0	19	288	15.9444	17	203	12.625	12	237	21.4545
XM_005327485.5	Snrnp48	8	+	193	140403145	140403337	1.2088177427285949	0.006261628081876558	0.010600616004724452	3	60	29.5	2	61	60.0	4	75	24.6667	3	124	61.5	2	109	108.0	2	120	119.0
XM_013365094.4	Mvk	2	-	93	75797841	75797933	0.7802181543271088	0.0062685796860039	0.010600616004724452	8	47	6.5714	11	49	4.8	6	23	4.4	4	57	18.6667	12	50	4.4545	3	43	21.0
XM_040285387.2;XM_078034279.1;XM_040285393.2;XM_078034280.1	Enox2	x	+	1527	20957524	20959050	1.0789717114471686	0.0064761301809977845	0.01093207715045437	4	11	3.3333	2	7	6.0	4	12	3.6667	10	32	3.4444	5	31	7.5	1	36	NA
XM_078016327.1	Lig4	6	-	56	196169739	196169794	0.8857396933973246	0.0066884439634711254	0.01127038511282412	6	58	11.4	8	43	6.0	4	89	29.3333	3	71	35.0	6	56	11.0	2	81	80.0
XM_021727000.3	LOC101965372	1	-	1143	99969424	99970566	0.7670770631551601	0.00697493011707918	0.011732253678284163	7	11	1.6667	10	7	0.6667	14	17	1.2308	10	22	2.3333	17	20	1.1875	7	21	3.3333
XM_005341715.4	Necap1	6	+	1031	99315531	99316561	0.5523526226131834	0.00702082744569629	0.01178851700545104	16	29	1.8667	10	40	4.3333	15	60	4.2143	24	58	2.4783	10	70	7.6667	12	81	7.2727
XM_040280809.2	Kif21a	6	+	1265	74078045	74079309	0.6379525923792825	0.00728963352380484	0.012218199906271121	7	10	1.5	15	25	1.7143	8	38	5.2857	16	75	4.9333	13	34	2.75	14	54	4.0769
XM_005324345.4	Sf3b1	7	-	170	162076705	162076874	0.2912335263951238	0.007516206821755844	0.012575702933220466	36	147	4.1714	29	104	3.6786	46	263	5.8222	44	379	8.7907	120	365	3.0588	45	390	8.8409
XM_005337950.5	Mapk1ip1l	5	+	4541	51203790	51208330	0.260766640086416	0.0076220485491411295	0.01273029978136975	56	84	1.5091	77	85	1.1053	155	141	0.9091	99	140	1.4184	92	104	1.1319	85	124	1.4643
XM_005336762.5	Nsun3	3	-	696	171560791	171561486	-0.29621063813465404	0.007768423194886248	0.012951930925276897	47	73	1.5652	22	66	3.0952	83	113	1.3659	98	136	1.3918	101	114	1.13	76	133	1.76
XM_005315786.5;XM_013363243.4	Gpd2	7	+	3348	126930071	126933418	0.3511088958707904	0.00807514308846477	0.01343964939327968	20	36	1.8421	23	19	0.8182	61	62	1.0167	147	178	1.2123	84	122	1.4578	92	161	1.7582
XR_013436882.1	LOC110598519	1	-	559	89761504	89762062	0.6989851888926742	0.008220438113649847	0.01365746472566036	226	5	0.0178	226	4	0.0133	668	12	0.0165	282	10	0.032	361	7	0.0167	162	7	0.0373
XM_078021298.1	Chic2	9	-	488	39357396	39357883	0.1959354161221867	0.00855376799829596	0.014186371794021496	109	78	0.713	103	97	0.9412	337	214	0.6339	243	193	0.7934	313	145	0.4615	149	240	1.6149
XM_005323985.4	Fundc1	x	+	1471	90425304	90426774	0.6500898411850663	0.008615977637352081	0.014264564375126609	6	33	6.4	7	9	1.3333	12	45	4.0	11	60	5.9	17	62	3.8125	10	77	8.4444
XM_005335753.5	Hspa4	1	-	345	159714647	159714991	0.3327397893960759	0.008888561538493578	0.01469017064040736	29	62	2.1786	35	64	1.8529	63	83	1.3226	62	112	1.8197	87	109	1.2558	14	99	7.5385
XM_005330825.4	Nrp1	10	+	2936	91328896	91331831	0.4431562309722986	0.009080697954436587	0.01495551471800252	28	22	0.7778	27	22	0.8077	46	31	0.6667	36	58	1.6286	41	38	0.925	43	29	0.6667
XM_021728964.3;XM_005329091.4	Dcun1d5	4	-	414	87873627	87874040	0.3330259261749271	0.009068133761657958	0.01495551471800252	34	57	1.697	25	48	1.9583	100	104	1.0404	52	84	1.6275	78	90	1.1558	25	89	3.6667
XM_005333199.4	Tgfbi	1	-	272	148956723	148956994	0.6667866247066914	0.0092967862139474	0.01528482038994477	8	11	1.4286	15	29	2.0	13	22	1.75	13	19	1.5	12	26	2.2727	5	39	9.5
XM_005329835.5;XM_021729495.3	Dhx35	5	+	1132	181660348	181661479	0.5104434714568341	0.009337409314805652	0.015325002809568375	7	44	7.1667	7	36	5.8333	30	93	3.1724	19	132	7.2778	27	138	5.2692	15	88	6.2143
XR_013431381.1;XR_013431373.1	LOC120891422	16	-	18756	53403159	53421914	-0.5430389525974061	0.009519066161418373	0.01559611704993633	77	15	0.1842	32	8	0.2258	80	14	0.1646	91	22	0.2333	126	12	0.088	93	8	0.0761
XM_078033782.1	LOC144371476	16	-	2388	15112809	15115196	0.7609506257045987	0.009641101960318827	0.015768779890193315	4	2	0.3333	16	4	0.2	43	20	0.4524	19	11	0.5556	14	8	0.5385	32	26	0.8065
